,en_a_01,en_a_11,en_a_12,a_01_det,a_11_det,a_12_det,multiple_det,a01_vel,a11_vel,a12_vel
68180,3.7807733231945946,0.09821993069886432,5.459006746106542,4.0,,0.0,True,[-1.44233649 -1.17488594 -1.83068525],[-0.81755292 -2.30070443  0.92220732],[1.30999112 1.28635873 1.85507533]
68287,4.583500603644651,2.961865871774538,1.7926335245808116,6.0,,1.0,True,[-1.19682884 -1.27245443  1.93921646],[0.43982813 2.54891467 0.34883407],[ 1.3483955  -1.24168931  1.8579928 ]
68363,4.54803055865644,0.33316591370597987,4.456803527637581,,2.0,7.0,True,[ 0.96399503 -1.63996551  1.78698817],[ 1.3421246   1.24071473 -1.863177  ],[-1.34076492  1.3174378   1.81074766]
68387,4.545648807394935,1.1251995637014098,3.6671516289036563,6.0,2.0,,True,[-1.22524822 -1.46769063  1.77672481],[ 1.2850046   1.45720166 -1.74282142],[0.65234058 0.82688083 2.38805776]
68394,4.540308278664845,3.1028173880490577,1.6948743332860978,7.0,,0.0,True,[-1.44440794  1.28465889  1.75369246],[ 0.73571489 -2.49814475  0.17348312],[1.36864006 1.27745519 1.81852485]
68426,5.6321296089075465,2.2790788895515504,1.4267915015409036,4.0,0.0,,True,[-1.15391101 -1.32658046 -1.92893071],[1.23134994 1.19148528 1.96881695],[0.73634493 1.1297895  2.23460776]
68577,3.6362199503928627,2.606133769488332,3.0956462801188054,,0.0,6.0,True,[ 0.21503134  0.17929287 -2.59494038],[1.26879873 1.31153329 1.86604668],[-1.39721847 -1.39769555  1.7047955 ]
68791,3.8059545043530445,0.01323472322466487,5.518810772422292,4.0,,0.0,True,[-1.42972073 -1.36962655 -1.70062393],[-0.61540582 -1.25460208 -2.20439318],[1.21743617 1.19883324 1.97300482]
68798,6.614355198100343,1.5869966672459344,1.1366481346537232,7.0,,1.0,True,[-1.36843993  1.17116143  1.88887614],[ 1.78911989 -1.33580384  1.35158356],[ 1.18703725 -1.24678674  1.96177608]
68835,4.588719309923537,2.87617500879468,1.8731056812817841,0.0,,7.0,True,[1.26559498 1.16739944 1.96151674],[-0.5082166  -2.53018124  0.38987021],[-1.35112497  1.30810151  1.80981539]
68844,5.671864744213445,1.442637482307337,2.2234977734792185,4.0,,0.0,True,[-1.2603983  -1.45576718 -1.7618848 ],[0.85979322 1.18993053 2.15799003],[1.32048494 1.36659517 1.78908836]
68852,3.6400749677031934,3.507065334831424,2.190859697465383,,7.0,1.0,True,[ 0.4235997  -0.07991177 -2.57415567],[-1.43340652  1.23060789  1.80084702],[ 1.26755506 -1.4539796   1.75822282]
68888,3.7976043063348093,5.464205740741834,0.0761899529233574,4.0,0.0,,True,[-1.36207334 -1.38438544 -1.74365512],[1.19093076 1.44376868 1.81915253],[ 0.22567524 -1.7466144   1.92626811]
68918,4.592633605002837,4.61017521756484,0.1351911774323229,7.0,1.0,,True,[-1.21265773  1.19506474  1.97822685],[ 1.37300459 -1.15767086  1.89387343],[ 1.19065717 -2.31452945  0.19336216]
68952,3.7886306654729656,0.19049866380454114,5.358870670722494,4.0,2.0,,True,[-1.41824997 -1.26354332 -1.79000707],[ 1.24404691  1.4671789  -1.76403894],[0.9579412  0.78579046 2.29716826]
69179,3.7694116256883086,0.15067625636528742,5.417912117946405,5.0,,1.0,True,[-1.25458861  1.29123818 -1.88965907],[-1.58373936  1.60154932  1.31867715],[ 1.31057205 -1.34411173  1.81324697]
69216,4.566082752938226,0.49292172232269366,4.27899552473908,7.0,7.0,,True,[-1.17629432  1.39702164  1.86460779],[-1.40089633  1.14530658  1.8809206 ],[ 1.69058488 -1.83184814  0.77353419]
69259,3.6648959030922295,1.3017581955036384,4.3713459014041325,,7.0,1.0,True,[-0.65202993  0.65505472 -2.44087285],[-1.42457535  1.30912515  1.75182088],[ 1.37441984 -1.31418775  1.78773059]
69401,4.56359797803257,4.519744438097659,0.254657583869772,6.0,0.0,,True,[-1.38995035 -1.2012652   1.85394173],[1.15060226 1.35387542 1.91186709],[ 2.33759085  0.50587454 -1.04492104]
69522,3.7937155083960814,3.487606114369184,2.0566783772347357,4.0,,7.0,True,[-1.33979344 -1.38069399 -1.76372834],[2.3689262  0.34551154 1.03966842],[-1.26518928  1.42526775  1.78325767]
69733,3.765648476055943,2.5335580023191597,3.0387935216248976,3.0,6.0,,True,[ 1.37455853 -1.13027496 -1.90923214],[-1.38975318 -1.22110228  1.84108536],[-0.26117143  2.37319025  1.05444656]
69867,4.516853362532439,0.5353229136916298,4.285823723775932,,4.0,7.0,True,[ 1.88270274 -0.733274    1.65222264],[-1.39856705 -1.36915714 -1.72670755],[-1.43849962  1.23666548  1.79261746]
69909,4.574353906387902,0.2073434652373539,4.556302628374745,7.0,,1.0,True,[-1.35108012  1.17320534  1.90007151],[ 0.69696525  0.46292737 -2.47225356],[ 1.20507472 -1.27428039  1.93290052]
69995,3.6362241265490165,3.4142234526705404,2.2875524207804436,,7.0,1.0,True,[ 0.02902603 -0.27867332 -2.59491785],[-1.20163254  1.39374382  1.85085315],[ 1.43142504 -1.35137449  1.71374133]
70123,3.7544527015354214,5.310181267556821,0.27336603090775746,5.0,1.0,,True,[-1.19117425  1.23362137 -1.96758284],[ 1.43332441 -1.26226541  1.77886682],[-1.90278566  0.99155288  1.48604495]
70181,4.57332676707283,1.7427560961585702,3.021917136768601,6.0,1.0,,True,[-1.17057628 -1.35951571  1.89567091],[ 1.26932569 -1.16322065  1.96158864],[0.4760998  2.55583569 0.23050574]
70419,3.759831785656098,0.1459986003557558,5.432169613988147,2.0,,6.0,True,[ 1.22708771  1.2428178  -1.93952563],[1.17427116 1.98238742 1.2261025 ],[-1.21338761 -1.35895769  1.86896349]
70543,3.6570642060981573,4.101414051112827,1.5795217427890167,,6.0,0.0,True,[ 0.57727142  0.56074101 -2.48282646],[-1.39735432 -1.33619788  1.75330435],[1.37331785 1.29992306 1.7989714 ]
70664,4.582597550822188,1.7751228039168436,2.9802796452609694,6.0,7.0,,True,[-1.18778246 -1.2867298   1.93535507],[-1.33382565  1.20047759  1.89522101],[2.50227088 0.66907786 0.32105336]
70742,4.5669245875673905,1.4340468021659698,3.337028610266641,0.0,1.0,,True,[1.39890907 1.16829231 1.86822014],[ 1.3537876  -1.28273909  1.82590787],[-2.52398751 -0.52584072  0.40629867]
70748,4.555165677064219,3.0346387706032156,1.7481955523325667,6.0,,1.0,True,[-1.45825251 -1.17539559  1.81770318],[0.71000444 2.49018938 0.32703298],[ 1.41846198 -1.38356155  1.69877104]
70888,6.571285928990622,1.315280912589461,1.4514331584199178,1.0,,7.0,True,[ 1.3264423  -1.43076429  1.73365636],[-1.50058545  1.85469564  1.05851187],[-1.39390587  1.27878752  1.79828499]
71155,3.781882913578493,2.151696362770132,3.4044207236513757,5.0,6.0,,True,[-1.39406615  1.2402781  -1.82493556],[-1.17531567 -1.34984508  1.89964506],[ 2.40369776 -0.23409732  0.98971487]
71184,4.547448734867046,1.1501858526726436,3.640365412460311,0.0,4.0,,True,[1.33023788 1.36315555 1.78448148],[-1.39025546 -1.39182585 -1.71525816],[-0.70530064 -0.74120883  2.40109568]
71681,3.782267586069868,5.413305616069232,0.1424267978609004,4.0,0.0,,True,[-1.30646435 -1.33496479 -1.82294266],[1.42470401 1.27749893 1.77491266],[-1.76403971 -0.70338973  1.79039291]
71784,3.793290671577116,5.441482075203781,0.10322725321910386,3.0,7.0,,True,[ 1.2657569  -1.446194   -1.76592254],[-1.2325469   1.47451589  1.76599293],[ 0.81128377 -1.40805363  2.04237695]
71884,4.5417159205354665,0.22632819817594832,4.569955881288586,1.0,,7.0,True,[ 1.47574274 -1.23996274  1.75976583],[-0.33328964  0.04821345 -2.58818343],[-1.39700484  1.22539609  1.83272527]
72250,4.574493959541916,4.539575952514286,0.2239300879437982,1.0,7.0,,True,[ 1.28886388 -1.24031362  1.90067147],[-1.2149167   1.18931796  1.98030305],[-1.77266748  1.61509583 -1.03015314]
72328,3.701666008714171,0.7729467027327623,4.863387288553067,,0.0,6.0,True,[ 0.97178934  0.90946867 -2.24512633],[1.41295778 1.34088453 1.7371468 ],[-1.41110866 -1.32800552  1.74850613]
72364,6.617094582333197,1.7491820476462563,0.9717233700205476,7.0,,1.0,True,[-1.21683505  1.31388471  1.89871521],[ 1.46547525 -1.5928483   1.45853235],[ 1.20918165 -1.29154288  1.91882692]
72378,3.8000080236790166,1.5306575310639794,4.007334445257005,2.0,1.0,,True,[ 1.46994963  1.28611565 -1.73125811],[ 1.42955334 -1.21785421  1.81254196],[-2.31492969 -0.49973079  1.09702766]
72391,3.769118616031926,1.9277523276262871,3.6411290563417875,2.0,7.0,,True,[ 1.23010541  1.31239093 -1.89118236],[-1.16280594  1.36772337  1.89454879],[-0.40545184 -2.33044733  1.10305215]
72483,4.541935875633491,3.87048421005327,0.9255799143132393,6.0,,2.0,True,[-1.31072743 -1.41208266  1.76071468],[0.854705   0.87532024 2.30551379],[ 1.15572659  1.33809254 -1.91987093]
72539,4.5741254248879475,0.12040218670836134,4.643472388403692,0.0,,6.0,True,[1.28593106 1.24576411 1.8990927 ],[ 0.72639131  0.32658708 -2.48551736],[-1.39326052 -1.2890158   1.79146962]
72666,4.553103293830276,0.2190771058569315,4.5658196003127935,6.0,5.0,,True,[-1.43029675 -1.2224915   1.80882993],[-1.31940143  1.23708792 -1.88172616],[1.71731573 0.94980639 1.72069593]
72681,4.529992287708313,1.2801333704888456,3.5278743418028413,7.0,6.0,,True,[-1.43966554  1.34846122  1.70912711],[-1.39534594 -1.21555052  1.8405289 ],[ 2.47190442 -0.79580145  0.26170327]
72759,4.548357692422146,0.17430393153758378,4.615338376040271,6.0,,0.0,True,[-1.27098136 -1.4136269   1.78839743],[ 0.23454831 -0.34359244 -2.57663178],[1.21614399 1.47010385 1.78097964]
72778,4.5609560803798,0.26474601340849313,4.512297906211709,6.0,3.0,,True,[-1.42356926 -1.17914982  1.84259498],[ 1.24614224 -1.43149096 -1.79166491],[1.12937955 1.53223083 1.78574089]
72924,4.570108765120528,4.299757743084102,0.46813349179537056,6.0,,2.0,True,[-1.2446783  -1.31202601  1.8818777 ],[0.968519   1.06694011 2.17616859],[ 1.34688876  1.28030815 -1.83270339]
73089,4.566199915243217,3.8375322874388518,0.9342677973179319,0.0,,4.0,True,[1.14458927 1.42245489 1.86511058],[-0.5610641  -0.91873382  2.37765331],[-1.39330231 -1.2827061  -1.79596039]
73163,5.664332583828034,2.184951425921561,1.4887159902504057,4.0,0.0,,True,[-1.37680565 -1.30384598 -1.79345808],[1.38563164 1.30680266 1.78448641],[1.00693844 0.96012267 2.20824352]
73445,3.7947265443318026,0.32061783336978067,5.222655622298417,4.0,6.0,,True,[-1.27431256 -1.447715   -1.75850754],[-1.41158609 -1.2996813   1.76928043],[1.43597501 1.55605702 1.52602828]
73623,3.801234140654041,3.7836326026814087,1.753133256664551,4.0,,7.0,True,[-1.35136867 -1.41791857 -1.72493758],[2.31258811 0.48566417 1.10822676],[-1.40750094  1.3744008   1.71524445]
73729,4.549743245256612,0.413374543997431,4.374882210745957,,4.0,1.0,True,[-0.71624209  1.75480794  1.79436517],[-1.35111532 -1.27897383 -1.83052269],[ 1.14573403 -1.39639077  1.88400805]
73764,4.566201841655914,0.9481247509836521,3.8236734073604346,6.0,2.0,,True,[-1.21807571 -1.36004531  1.86511885],[ 1.27071562  1.40424409 -1.79596223],[0.69833985 0.78699145 2.38852798]
73924,4.53022586071916,3.7087407576895837,1.0990333815912576,7.0,,3.0,True,[-1.37104944  1.41695237  1.71013725],[ 0.79682821 -0.85270194  2.33453726],[ 1.31983611 -1.3103919  -1.83112144]
74065,4.555455325494694,0.1313406747518239,4.651203999753482,1.0,,7.0,True,[ 1.41275944 -1.22785794  1.81894905],[ 0.10393718 -0.85542194 -2.46364575],[-1.41560822  1.35890052  1.72091335]
74142,3.6734057281691213,1.3443005925327138,4.320293679298165,,0.0,6.0,True,[ 0.80896308  0.64790392 -2.39539125],[1.19460726 1.42256832 1.83338835],[-1.41231646 -1.39096438  1.69784579]
74193,4.6479762193225405,4.499069722036687,0.19095405864077364,,0.0,1.0,True,[-1.10312554 -0.83534065  2.21301153],[1.21308871 1.3659529  1.86405163],[ 1.16524529 -1.28900665  1.94750232]
74216,3.634448576715342,2.500399471474047,3.203151951810611,,0.0,6.0,True,[ 0.10815798  0.13034232 -2.60449856],[1.30800857 1.41093541 1.76365384],[-1.27086023 -1.38542876  1.81041471]
74448,4.548693071192563,0.08924212455284576,4.700064804254592,7.0,5.0,,True,[-1.20233789  1.47069671  1.78984211],[-1.16146645  1.30158865 -1.94138164],[ 1.34286212 -1.62617226  1.53765571]
74488,4.583417132073062,0.11392806193001608,4.640654805996922,6.0,,0.0,True,[-1.14742925 -1.31769863  1.93885957],[-1.09261035 -0.31815345 -2.34884674],[1.3115261  1.35939688 1.80112171]
74641,4.580952769726246,0.1257833631236573,4.631263867150096,7.0,,1.0,True,[-1.13181505  1.34635653  1.9283202 ],[-0.68131778  0.2527385  -2.50679663],[ 1.23793297 -1.38067533  1.83667025]
74754,4.567165934940307,0.18636270542804872,4.584471359631645,0.0,,6.0,True,[1.20252345 1.36818151 1.86925565],[ 1.20051344 -0.78058998 -2.18209687],[-1.44229989 -1.20821376  1.80889207]
74760,4.688123461444376,4.252177559935153,0.397698978620471,,6.0,0.0,True,[0.72755345 0.78139039 2.38163705],[-1.31550495 -1.364946    1.79400923],[1.3332664  1.27528966 1.84611403]
74957,5.65218919762221,1.6971147158715334,1.988696086506257,5.0,1.0,,True,[-1.19241203  1.4100548  -1.84445087],[ 1.28809682 -1.44889004  1.74746222],[ 0.82032607 -1.038705    2.24950152]
75031,3.7887153832308416,5.458146773213446,0.0911378435557122,2.0,6.0,,True,[ 1.20706561  1.46715221 -1.78956895],[-1.33733972 -1.17339225  1.90965262],[ 2.06611307 -0.98744242  1.2522916 ]
75083,4.560922276167617,3.97946884756358,0.7976088762688027,0.0,,4.0,True,[1.16012336 1.43930285 1.84244975],[-0.67203872 -1.0106169   2.31065303],[-1.27307791 -1.18440623 -1.94642095]
75300,4.566419999603447,2.9408577718358457,1.8307222285607083,7.0,,6.0,True,[-1.18432371  1.38827808  1.86605501],[ 2.49139862 -0.75028377  0.20520033],[-1.28723205 -1.24163238  1.90091628]
75329,6.6252395197761755,1.8249083479008017,0.8878521323230233,6.0,,0.0,True,[-1.33669151 -1.1438446   1.92794588],[1.58629701 1.19508917 1.69337641],[1.3771872  1.4112546  1.70991692]
75485,4.558045338914131,0.19176775608797367,4.588186904997895,7.0,,1.0,True,[-1.44754339  1.16940279  1.83008614],[ 0.71162285  1.07847608 -2.26772623],[ 1.29729618 -1.38603967  1.7910937 ]
75502,6.564951132351116,,,0.0,6.0,,True,[1.42005135 1.36708321 1.71074185],[-1.24465279 -1.44039249  1.78555563],[nan nan nan]
75506,5.6741276898189446,2.375129166946988,1.288743143234068,3.0,7.0,,True,[ 1.37236082 -1.36300929 -1.75240733],[-1.3015246   1.25302682  1.88362881],[-1.11271324  1.15892984  2.05690323]
75536,3.6394555802167674,3.438270359419994,2.260274060363239,,6.0,0.0,True,[ 0.243556    0.33061623 -2.57749363],[-1.27976706 -1.45385201  1.74946009],[1.26935654 1.37359243 1.82046088]
75618,3.7993126506223343,0.056564941957715116,5.482122407419951,3.0,,7.0,True,[ 1.41585926 -1.34080578 -1.73484362],[ 0.14266072 -2.58782441  0.30807914],[-1.19317749  1.37907098  1.86724147]
75653,4.576590789502027,2.96013737220393,1.8012718382940434,6.0,,1.0,True,[-1.27807752 -1.23767856  1.9096517 ],[0.47570957 2.53863886 0.37565031],[ 1.42739402 -1.28154398  1.76982805]
75810,4.543436480000889,0.26720095262404236,4.52736256737507,6.0,3.0,,True,[-1.28508357 -1.42748415  1.76718681],[ 1.4100265  -1.22295966 -1.82436151],[0.94481309 1.72711997 1.71361747]
75900,3.7761527768849157,3.5636816297883107,1.9981655933267741,5.0,,6.0,True,[-1.34515055  1.2501823  -1.85464666],[ 2.33410366 -0.20630008  1.14956531],[-1.26793918 -1.4431227   1.7668693 ]
75926,3.79195246971531,1.6507625740956287,3.895284956189062,3.0,6.0,,True,[ 1.26578612 -1.43768529 -1.77283573],[-1.18849986 -1.39753413  1.85646612],[-0.47518553  2.32826529  1.07957373]
76025,3.768002520388583,0.21870886523355274,5.351288614377865,5.0,,1.0,True,[-1.22283287  1.31081064 -1.89698583],[-1.87430716  1.09432559  1.44966347],[ 1.40502663 -1.32116667  1.75855589]
76113,5.654889366676346,1.8766336791594687,1.8064769541641859,5.0,1.0,,True,[-1.17654329  1.43790845 -1.83310261],[ 1.38872282 -1.27729454  1.80334899],[ 0.66619871 -1.24219748  2.19663941]
76219,3.7869726635112704,3.46928621169257,2.0817411247961597,4.0,,1.0,True,[-1.25783442 -1.41246237 -1.79858351],[0.36193297 2.41104344 0.93165125],[ 1.22927468 -1.20745287  1.96036765]
76224,3.787033277353826,3.0595134386544083,2.4914532839917665,4.0,,1.0,True,[-1.44576941 -1.21986728 -1.7982699 ],[0.42903322 2.42275675 0.87079289],[ 1.30703541 -1.18082745  1.92598156]
76292,4.530048467146901,0.3843609518836052,4.423590580969495,7.0,,1.0,True,[-1.35770697  1.4306592   1.70937007],[ 0.25811468 -0.93800402 -2.4219053 ],[ 1.29786282 -1.1712772   1.9379788 ]
76381,4.543153983209858,3.36848322938837,1.4263627874017724,6.0,,1.0,True,[-1.30989551 -1.40628191  1.76596855],[0.59050359 2.51685369 0.35896101],[ 1.43030823 -1.35798308  1.70944445]
76399,3.7683893441354885,0.11165211972162084,5.4579585361428915,5.0,,1.0,True,[-1.28561065  1.25234897 -1.89497422],[-2.01987999  1.215129    1.12055627],[ 1.35714595 -1.21440672  1.86961793]
76438,3.634649587309325,2.6177048822058135,3.0856455304848613,,7.0,1.0,True,[-0.13676039  0.12503523 -2.60341368],[-1.39924275  1.2483699   1.81543172],[ 1.4372137  -1.28552537  1.75896029]
76530,5.665114445332384,1.2677849046328864,2.40510065003473,4.0,,0.0,True,[-1.37321371 -1.31211447 -1.79017868],[1.22224827 1.10881176 2.02206469],[1.22014793 1.20873447 1.96527352]
76609,3.690788141297517,0.9076877943836354,4.739524064318848,,1.0,7.0,True,[ 0.83644356 -0.89969792 -2.30282561],[ 1.2679468  -1.46472369  1.74899841],[-1.2930068   1.43494011  1.75532911]
76611,4.577402315235576,3.917406117394076,0.8431915673703494,1.0,,5.0,True,[ 1.34266945 -1.16158808  1.9131262 ],[-0.86185057  0.62827079  2.38213967],[-1.27068316  1.35224027 -1.83545923]
76721,6.59809308465064,0.8969731329549825,1.842933782394378,6.0,0.0,,True,[-1.35041743 -1.27990763  1.830385  ],[1.39966643 1.3938752  1.70591494],[1.57871411 1.44933959 1.48969007]
76839,4.577817143718229,0.7746999560050184,3.985482900276753,7.0,3.0,,True,[-1.33439045  1.16818334  1.91490203],[ 1.3571775  -1.15595366 -1.90628969],[ 0.8317568  -0.74234305  2.35991683]
76924,4.531882650157171,4.525171212431853,0.28094613741097607,6.0,,7.0,True,[-1.32147632 -1.45488068  1.71730095],[1.93113619 1.45033605 0.98961526],[-1.41613688  1.15291839  1.86478833]
76978,3.6386103528127722,3.606849439977546,2.0925402072096824,,1.0,7.0,True,[-0.22181394  0.30970695 -2.58204961],[ 1.33172508 -1.29807046  1.83128954],[-1.4559077   1.29582255  1.73587923]
77257,4.578730764441221,1.7148562185566816,3.044413017002098,7.0,6.0,,True,[-1.30106281  1.19895531  1.91881258],[-1.2674755  -1.42544229  1.78149379],[ 2.54684691 -0.40053783  0.40649753]
77336,4.541616319471461,0.29184659931411594,4.504537081214423,0.0,,6.0,True,[1.41696961 1.30730005 1.75933615],[-0.98782666  0.28802727 -2.39861185],[-1.17135038 -1.38598338  1.87592334]
77388,4.550889015236962,4.554055242321322,0.23305574244171723,0.0,6.0,,True,[1.21285679 1.45038003 1.7992988 ],[-1.22742367 -1.33265177  1.87871509],[-1.15658487 -1.98050623 -1.24579553]
77529,3.6355368813432354,3.255881486823919,2.446581631832846,,7.0,1.0,True,[ 0.16010795 -0.1833316  -2.59862559],[-1.41380339  1.27452861  1.78573145],[ 1.43578864 -1.24681188  1.78775589]
77543,4.542651496015676,1.719286957436541,3.076061546547784,6.0,1.0,,True,[-1.4658166  -1.24598806  1.76380142],[ 1.38845232 -1.30985346  1.78005171],[0.74327445 2.49342068 0.20614653]
77553,3.638400631840028,2.2498189793652887,3.449780388794684,,1.0,7.0,True,[ 0.31055907 -0.20696133 -2.58318022],[ 1.21528841 -1.46343159  1.78704842],[-1.30036184  1.39436164  1.78239016]
77556,4.533625607829999,1.4168371816119507,3.387537210558052,7.0,0.0,,True,[-1.40679987  1.36307015  1.72483446],[1.34308692 1.39752092 1.74789954],[ 0.75886597 -2.48068942  0.28705826]
77674,3.7791068980240876,1.9636851522293486,3.5952079497465648,2.0,7.0,,True,[ 1.34522843  1.2725365  -1.8393236 ],[-1.14134238  1.38712784  1.89349252],[-0.53569507 -2.32983354  1.04738077]
77713,3.8682858665662634,0.07914874055073738,5.3905653928829995,,3.0,6.0,True,[ 1.28204651  1.80481697 -1.38242268],[ 1.17464076 -1.37799243 -1.87974891],[-1.22837461 -1.36191156  1.85698485]
77934,3.7644354037465346,5.488202267332343,0.08536232892112228,5.0,1.0,,True,[-1.17464968  1.32777335 -1.91554589],[ 1.1775476  -1.32126588  1.91826435],[-1.16387914  1.23715456  1.9816493 ]
77977,4.540452180187656,4.501190314245105,0.29635750556723917,6.0,0.0,,True,[-1.24747959 -1.47589942  1.75431342],[1.26096365 1.27408557 1.89704418],[ 0.88704701  1.89815692 -1.55635725]
77988,4.5397556115166156,4.384803660105829,0.4134407283775552,6.0,,2.0,True,[-1.45189323 -1.27946408  1.75130743],[1.27181788 1.06910539 2.01285691],[ 1.25469648  1.27395477 -1.90128272]
78037,4.5630043616776925,3.0101668922013562,1.7648287461209513,7.0,,6.0,True,[-1.32936988  1.27169989  1.85139275],[ 2.55405698 -0.46093557  0.27646222],[-1.1980365  -1.44285446  1.81520785]
78074,3.7542348669917325,3.5973232309909804,1.9864419020172877,5.0,,0.0,True,[-1.188639    1.23425248 -1.96871992],[ 0.34051195 -2.29957358  1.18663935],[1.17584725 1.39777652 1.86432402]
78088,3.7908216016838345,0.06777069000342605,5.47940770831274,5.0,,1.0,True,[-1.32473767  1.37603356 -1.77867978],[-0.59631865  2.44098824  0.70574818],[ 1.16818663 -1.41600325  1.85536379]
78127,4.548907119216439,3.5846792123778397,1.204413668405722,7.0,,6.0,True,[-1.45243981  1.22298101  1.79076409],[ 2.48717259 -0.66643939  0.42653373],[-1.46815476 -1.22702487  1.77511452]
78221,3.8553836203610357,0.015255885446064422,5.4673604941929,,3.0,7.0,True,[ 1.65367321 -1.40754165 -1.44785753],[ 1.20350397 -1.45373222 -1.80287016],[-1.45222955  1.258761    1.76597001]
78245,3.7912278335971896,5.513279872465804,0.033492293937006146,3.0,7.0,,True,[ 1.34964418 -1.35437186 -1.77658026],[-1.19135356  1.31300022  1.91541304],[-0.3345497  -1.17148339  2.30820345]
78294,3.7859276632666266,0.38178386315671076,5.170288473576663,4.0,6.0,,True,[-1.4071901  -1.25599859 -1.80399101],[-1.459043   -1.17759785  1.81564226],[1.60063099 1.39477474 1.51811853]
78350,3.7901493228668217,0.033018189254852254,5.514832487878326,3.0,,7.0,True,[ 1.4161026  -1.27697992 -1.78215479],[ 1.33786395 -2.23122494  0.20941662],[-1.2774888   1.23127948  1.9141769 ]
78377,4.56429538412123,0.9837543962817217,3.789950219597049,0.0,4.0,,True,[1.26450019 1.32850597 1.85693596],[-1.22766596 -1.47243394 -1.77112241],[-0.76220855 -0.70774508  2.39379093]
78575,3.75492490116443,0.2445890195941662,5.338486079241404,5.0,,1.0,True,[-1.15926827  1.26748079 -1.9651182 ],[-1.64668534  1.38265181  1.47945983],[ 1.32471283 -1.3589519   1.79178281]
78590,4.547551527431885,3.2675590033845316,1.5228894691835841,6.0,,7.0,True,[-1.46256912 -1.2194411   1.78492436],[2.55363311 0.46241358 0.27790575],[-1.21317209  1.42990487  1.81540231]
78734,4.54512850888514,0.3122955300150189,4.4805759610998415,1.0,,7.0,True,[ 1.43098936 -1.27105582  1.77448205],[-1.06497735 -0.25786809 -2.36884514],[-1.16009896  1.34825831  1.91009684]
78751,3.8368597583525568,0.04752052092350817,5.453619720723935,,5.0,6.0,True,[ 1.7036708   1.23743428 -1.54219396],[-1.16378203  1.33336267 -1.91829492],[-1.32036166 -1.16239386  1.92810415]
78836,4.550191541802558,0.36395128858743675,4.423857169610006,,3.0,0.0,True,[-1.69719725 -0.83960907  1.79629566],[ 1.24597515 -1.25644633 -1.91859025],[1.36388035 1.21189686 1.86634305]
78857,4.575370902960864,0.8401057928284534,3.922523304210683,6.0,2.0,,True,[-1.34698348 -1.17085039  1.9044277 ],[ 1.20698179  1.40000286 -1.84263044],[0.89618493 0.61663003 2.37249235]
78913,4.5354467371318945,3.718881337454441,1.0836719254136646,7.0,,3.0,True,[-1.32852214  1.42998946  1.73270282],[ 0.70396011 -0.91346369  2.34139366],[ 1.41379456 -1.23327092 -1.81447728]
78972,4.575570801501441,0.13413792922032988,4.628291269278229,6.0,,0.0,True,[-1.28349437 -1.23880415  1.90528383],[ 0.19329917 -1.13758651 -2.34107504],[1.2432558  1.42539283 1.79851892]
79109,4.591081625550467,1.7933291455046967,2.953589228944837,1.0,6.0,,True,[ 1.16679945 -1.25038402  1.97160312],[-1.45008288 -1.26834923  1.76086623],[-0.32479732  2.54723874  0.46709906]
79110,4.587085872235092,0.8517440674850354,3.8991700602798725,0.0,4.0,,True,[1.14823815 1.29360913 1.95453948],[-1.39198742 -1.30347255 -1.78197372],[-0.59483104 -0.79387496  2.41413309]
79252,3.785086417990259,3.1676505721485637,2.3852630098611782,2.0,,7.0,True,[ 1.4565225   1.19185972 -1.80834527],[-0.566273   -2.39295686  0.87475275],[-1.18222366  1.25623121  1.95865525]
79292,3.7639354496231907,2.1117583993076265,3.4623061510691833,4.0,1.0,,True,[-1.27709367 -1.22549481 -1.91814864],[ 1.40384744 -1.31891806  1.76118355],[0.23518567 2.30780895 1.19616284]
79293,6.571463897827389,1.4027675527967944,1.3637685493758172,6.0,0.0,,True,[-1.42402484 -1.33283812  1.7342998 ],[1.27012604 1.38562586 1.81077906],[1.83776451 1.52045795 1.05968355]
79334,4.565829830255244,1.7685354691259525,3.0036347006188038,7.0,0.0,,True,[-1.21877105  1.3616099   1.86352236],[1.43010189 1.15494213 1.85284033],[ 0.40528907 -2.56498562  0.26208691]
79344,5.6256630039731474,2.1280928279552924,1.5842441680715607,3.0,7.0,,True,[ 1.16402247 -1.27683841 -1.95622989],[-1.23441164  1.28654839  1.9060748 ],[-0.76281189  0.91497697  2.32229093]
79432,4.557451844383479,4.608549657805579,0.171998497810943,6.0,0.0,,True,[-1.35097467 -1.28338792  1.82753465],[1.45087738 1.19866491 1.80838526],[ 1.29191051  2.15708662 -0.70003181]
79474,4.5796879067998715,3.135398881825607,1.6229132113745215,7.0,,0.0,True,[-1.18947128  1.30371799  1.9229086 ],[ 0.46414125 -2.53162343  0.43307701],[1.35299986 1.32877693 1.79327724]
79536,3.7750963064112444,5.432516108914259,0.13038758467449796,2.0,6.0,,True,[ 1.30894839  1.28010631 -1.86012956],[-1.27537651 -1.37275601  1.81688076],[0.86646212 1.65732951 1.82060493]
79574,5.645968812432167,2.258743238793979,1.4332879487738546,3.0,,7.0,True,[ 1.39793346 -1.16562509 -1.87061492],[-1.29308602  0.78894816  2.12546215],[-1.1512448   1.32304647  1.93294683]
