,en_a_01,en_a_11,en_a_12,a_01_det,a_11_det,a_12_det,multiple_det,a01_vel,a11_vel,a12_vel
213411,3.827146471068001,3.583712817537376,2.0671407113946234,4.0,,7.0,True,[-1.23500124 -1.4183106  -1.80976987],[2.2943773  0.3702302  1.18779728],[-1.34054202  1.4423752   1.71306768]
213542,4.718027170794184,0.25542024818813464,4.504552581017681,7.0,4.0,,True,[-1.19264798  1.26179043  1.94873695],[-1.44126876 -1.34366675 -1.71155018],[ 1.56378079 -0.9713847   1.85016253]
213553,3.8389842861936474,0.16760646338372429,5.471409250422629,2.0,,6.0,True,[ 1.27256739  1.45438735 -1.75426043],[2.20265541 0.45345842 1.32468283],[-1.45147214 -1.29762204  1.73824787]
213568,4.69003493736771,4.5779839785868655,0.20998108404542482,1.0,7.0,,True,[ 1.1979041  -1.40891323  1.84176255],[-1.22025368  1.35049723  1.87062508],[-1.3276076   1.95696053 -1.10447432]
213620,3.8232640839209964,5.507314083824244,0.1474218322547598,3.0,7.0,,True,[ 1.27500093 -1.35824881 -1.82801335],[-1.35215889  1.33868182  1.7865322 ],[ 1.64003653 -1.12513624  1.69010314]
213645,4.659752708390296,4.4506336230100665,0.3676136685996383,6.0,0.0,,True,[-1.43153128 -1.33642849  1.72533391],[1.24933955 1.25181083 1.9194323 ],[ 1.46485808  1.0701486  -1.87645218]
213740,4.699813714792929,3.8891495451366493,0.8890367400704227,0.0,,4.0,True,[1.29673012 1.26458915 1.87920336],[-0.86028078 -0.71678971  2.35758976],[-1.18215039 -1.40836945 -1.85232718]
213764,4.677667074485949,3.639721628476218,1.1606112970378324,6.0,,2.0,True,[-1.35995983 -1.32026445  1.79429959],[0.74921    0.72364266 2.39314138],[ 1.40345233  1.36903782 -1.722834  ]
213823,3.796377248213786,5.427253755559088,0.25436899622712694,4.0,0.0,,True,[-1.22259663 -1.22303047 -1.95487952],[1.36554855 1.31327126 1.79518683],[-1.58442016 -1.34126973  1.58199503]
213826,3.835385543854771,5.546909604179179,0.09570485196605016,5.0,1.0,,True,[-1.2838408   1.42372665 -1.77111694],[ 1.3179961  -1.34911941  1.80412391],[-1.5617311   0.87554908  1.89908129]
213851,3.845430067836404,1.942162915966221,3.6904070161973754,3.0,0.0,,True,[ 1.2990248  -1.46699809 -1.72410881],[1.35264212 1.4418307  1.70399048],[-2.3072984   0.45152148  1.13340304]
214031,3.6750121551372703,4.140851591279311,1.6621362535834185,,0.0,6.0,True,[-0.38267108 -0.46652747 -2.53929419],[1.19773014 1.35979033 1.87843359],[-1.3214607  -1.45256307  1.71927372]
214178,4.7042939125099394,1.4376111981138937,3.3360948893761666,7.0,0.0,,True,[-1.19761925  1.33481613  1.89633173],[1.33851245 1.4085864  1.74251794],[ 0.54348831 -2.50974002  0.4668249 ]
214191,3.6611531039750647,2.948179118209181,2.8686677778157548,,1.0,7.0,True,[ 0.04473031  0.11005329 -2.60729505],[ 1.2354679  -1.44321191  1.78965316],[-1.30300521  1.33874725  1.82264457]
214289,4.692265525440778,0.2542582518524782,4.531476222706743,1.0,,7.0,True,[ 1.24478838 -1.35608112  1.85030967],[-0.49414853  0.25744317 -2.54983142],[-1.14962913  1.31894853  1.93670536]
214409,4.704600072988122,1.6913570473965198,3.0820428796153587,7.0,0.0,,True,[-1.32978307  1.20135945  1.89750164],[1.4098888  1.38040223 1.70845054],[ 0.59850499 -2.5068728   0.41168016]
214676,4.699184012210178,3.868125983657755,0.9106900041320682,1.0,,5.0,True,[ 1.23848699 -1.32510067  1.87679465],[-0.66662935  0.88902885  2.36163778],[-1.43942666  1.17782392 -1.83108757]
214813,3.6634439700303627,2.7325581813436277,3.0819978486260093,,7.0,1.0,True,[-0.1647453   0.21343501 -2.5960363 ],[-1.27785164  1.24993985  1.90180061],[ 1.3828455  -1.4096479   1.70667252]
215325,3.835082036478054,5.4672998592481505,0.17561810427379587,4.0,0.0,,True,[-1.3211991  -1.38731299 -1.77253931],[1.44970974 1.3296491  1.71536437],[-1.8417825  -0.85928935  1.63754665]
215354,3.8321446458246924,0.05255205103775017,5.593303303137557,3.0,,7.0,True,[ 1.35779904 -1.33325696 -1.78631119],[ 1.97532974 -1.41872269  0.94731111],[-1.31535578  1.24108943  1.88192354]
215364,3.826285230985977,1.7415220375794016,3.9101927314346216,3.0,6.0,,True,[ 1.28858976 -1.36444521 -1.81381523],[-1.17123179 -1.4116988   1.85672361],[-0.49304641  2.2918489   1.14735952]
215379,3.6621152650028375,2.726950451644,3.0889342833531623,,1.0,7.0,True,[ 0.1934346   0.03654963 -2.6025655 ],[ 1.2644885  -1.39382191  1.80843284],[-1.3987077   1.26981229  1.80091463]
215474,3.671742586844502,3.675616649450181,2.130640763705317,,1.0,7.0,True,[-0.37493864  0.37669358 -2.55531269],[ 1.46365978 -1.25911483  1.75625451],[-1.43022866  1.1592675   1.85003914]
215541,4.684993108404838,0.4540403357998447,4.338966555795317,7.0,7.0,,True,[-1.18072141  1.44801602  1.82242875],[-1.33842054  1.17131974  1.91016766],[ 1.65985776 -1.88355154  0.71358659]
215589,3.971923224045107,5.31134687337194,0.19472990258295386,,7.0,5.0,True,[ 1.64636449 -1.6721174  -1.14263178],[-1.24493862  1.25332299  1.92130406],[-1.1743326   1.2506168  -1.96697752]
215723,3.83825728931405,5.476100927464277,0.16364178322167344,2.0,6.0,,True,[ 1.33850759  1.38964504 -1.75766438],[-1.45748624 -1.3202196   1.71605771],[1.83846244 0.79252472 1.6745329 ]
215724,4.719211635336743,2.632435969821834,2.126352394841423,7.0,,6.0,True,[-1.14166449  1.30135209  1.95324984],[ 2.54670048 -0.55199702  0.14736337],[-1.1327948  -1.32452253  1.94281137]
215938,3.830272442628221,0.4102307565361481,5.237496800835631,3.0,1.0,,True,[ 1.23452651 -1.43724725 -1.7950946 ],[ 1.36334002 -1.18592513  1.88334426],[-1.43728557  1.56099384  1.51973959]
215959,3.6797357746851054,1.6103350724980405,4.187929152816855,,0.0,6.0,True,[ 0.58914764  0.36586026 -2.51617792],[1.30470961 1.44229262 1.74058175],[-1.36129062 -1.23730346  1.85150425]
215979,4.7107437664571234,3.8305370455336893,0.9367191880091879,6.0,,2.0,True,[-1.20325931 -1.2938973   1.92096247],[0.61200885 0.81424361 2.40302986],[ 1.4607489   1.25504804 -1.76158084]
216026,3.6704182997609234,2.232409324185971,3.5751723760531053,,6.0,0.0,True,[-0.36468366 -0.34097108 -2.56180494],[-1.337641   -1.23835406  1.86796567],[1.4265168  1.32403365 1.73898957]
216069,4.693037269608699,0.8060330206596191,3.9789297097316823,7.0,3.0,,True,[-1.39319328  1.19854827  1.85326591],[ 1.27161925 -1.16550061 -1.95874777],[ 0.94072173 -0.77709268  2.30722118]
216155,3.661569853803072,3.018628277637557,2.7978018685593717,,1.0,7.0,True,[-0.14228567 -0.06742634 -2.60524634],[ 1.40847753 -1.24578923  1.81005531],[-1.30023203  1.37115535  1.80039709]
216229,3.8218903937022617,3.081489058622207,2.574620547675531,3.0,,6.0,True,[ 1.43941704 -1.17255606 -1.83447292],[-0.3447238   2.38768023  0.99611678],[-1.3766225  -1.18354255  1.87516333]
216252,3.813008030636948,5.438494425079495,0.22649754428355795,5.0,1.0,,True,[-1.29466976  1.27099739 -1.87629844],[ 1.26750179 -1.45316593  1.75893377],[-0.89888617  1.90579242  1.54014899]
216300,3.8446389871834192,3.6873646975074323,1.9459963153091482,4.0,,7.0,True,[-1.36502779 -1.4012437  -1.72780648],[2.34159389 0.4369473  1.06682478],[-1.30462324  1.36809263  1.79955015]
216366,3.8045353237256525,3.6294157965483045,2.044048879726043,5.0,,6.0,True,[-1.27281415  1.23283557 -1.91628824],[ 2.31545514 -0.4100875   1.13251743],[-1.34890158 -1.13549081  1.92437656]
216376,3.7994131144538863,5.454333038041775,0.22425384750433874,5.0,1.0,,True,[-1.12847326  1.33156843 -1.9405086 ],[ 1.25241285 -1.40456088  1.80852724],[-1.53165018  1.4460413   1.54113992]
216399,4.659255383177218,4.557879915864243,0.260864700958539,0.0,6.0,,True,[1.3276319  1.44198892 1.72341564],[-1.31291596 -1.34883743  1.80803465],[-1.24376278 -1.67345592 -1.56993612]
216468,3.8258954999099717,0.029274988199885568,5.622829511890143,3.0,,7.0,True,[ 1.3832388  -1.26577227 -1.81564616],[ 2.1427819  -1.40132087  0.50683877],[-1.29561563  1.14521954  1.95498141]
216615,4.690189706785584,1.7312064224707076,3.056603870743709,7.0,6.0,,True,[-1.26231314  1.35070017  1.84235572],[-1.27399698 -1.40331577  1.79436243],[ 2.5224509  -0.61703618  0.26193095]
216683,4.667004227104416,4.522186494264938,0.2888092786306462,1.0,7.0,,True,[ 1.28615757 -1.4435729   1.75328149],[-1.26400745  1.31063731  1.8699238 ],[-1.13603796  1.70273312 -1.6193263 ]
216704,3.66444743945522,2.503405812910606,3.310146747634174,,6.0,0.0,True,[-0.16197139 -0.26838438 -2.59110692],[-1.39630938 -1.20812648  1.84468169],[1.38471283 1.3330237  1.76570615]
216848,4.679809500293877,0.41015108224177893,4.388039417464345,,4.0,1.0,True,[-0.8850857   1.66721578  1.80253013],[-1.19882846 -1.39315696 -1.85311198],[ 1.28055444 -1.29582365  1.8689894 ]
217093,3.839206049000964,2.072881576346979,3.565912374652057,2.0,7.0,,True,[ 1.43318777  1.29779992 -1.75322223],[-1.14620742  1.31442472  1.94180231],[-0.61318735 -2.34877529  0.95883049]
217128,4.664742161516458,4.512892735854143,0.3003651026293994,1.0,,0.0,True,[ 1.40588151 -1.33868584  1.74456797],[-2.04772737  1.30066889  0.96289824],[1.40085552 1.18245137 1.85782469]
217195,5.7792724447862405,1.2785680311713135,2.420159524042447,,6.0,6.0,True,[ 1.42485501  1.59900787 -1.49166418],[-1.27169081 -1.38088764  1.8132986 ],[-1.27751938 -1.46727009  1.73987434]
217221,3.8060465552538822,2.3530724510824053,3.3188809936637123,3.0,0.0,,True,[ 1.25217049 -1.26464224 -1.90914878],[1.20310223 1.35814559 1.87618911],[-2.35396032  0.21069715  1.10750961]
217344,6.7398176128727085,1.620106223544068,1.1180761635832246,1.0,7.0,,True,[ 1.16064694 -1.43294867  1.84706708],[-1.24520146  1.36009178  1.84708518],[-1.35071983  1.88097821  1.20398377]
217357,4.681514812040085,1.5656620998158466,3.230823088144068,6.0,7.0,,True,[-1.25993351 -1.39710469  1.80907878],[-1.3350963   1.13352735  1.93513142],[2.44605109 0.8926798  0.17904421]
217369,3.7246434586380226,0.8370410587482019,4.916315482613776,,0.0,6.0,True,[ 0.94664131  0.79717284 -2.29793074],[1.39119892 1.36228249 1.73805983],[-1.39800419 -1.25597418  1.81113587]
217443,6.746947825017188,1.7519987097770595,0.9790534652057532,6.0,,0.0,True,[-1.29665564 -1.2781726   1.87004251],[1.58161422 1.54240224 1.38981717],[1.28813741 1.29207153 1.86637434]
217518,3.797291338204726,5.528403528370792,0.15230513342448138,3.0,7.0,,True,[ 1.16607705 -1.2836332  -1.95055124],[-1.24469334  1.3051779   1.88662374],[ 1.59906722 -1.3686797   1.5433081 ]
217736,3.8048358282847397,3.6203825666272786,2.052781605087982,2.0,,1.0,True,[ 1.34098736  1.16066021 -1.91486834],[-2.32298377 -0.19477214  1.17384421],[ 1.25931197 -1.32150022  1.86544111]
217831,5.663312146051659,1.5917733361331574,2.222914517815185,3.0,,7.0,True,[ 1.17856289 -1.30013889 -1.93202702],[-0.70850243  1.04088057  2.28619595],[-1.28162055  1.19441174  1.93466518]
217861,3.830276963707453,3.6547628506427827,1.992960185649764,4.0,,7.0,True,[-1.30887352 -1.369913   -1.79507339],[2.32079667 0.40776147 1.12237845],[-1.32827751  1.34696043  1.79818699]
217866,3.8197404291697388,2.032213584436905,3.6260459863933563,5.0,0.0,,True,[-1.15577365  1.44006386 -1.84458758],[1.44006753 1.1642211  1.83926473],[ 0.10816163 -2.34959827  1.13127761]
217902,3.817570934421483,0.16992886714240837,5.490500198436109,2.0,,6.0,True,[ 1.43119827  1.15042963 -1.85480004],[1.23146618 1.78107679 1.45717415],[-1.41004949 -1.27262099  1.79005482]
218036,4.6829048083678195,4.334056244952065,0.461038946680115,1.0,,5.0,True,[ 1.253331   -1.39612326  1.81441485],[-1.03253243  1.18296984  2.08484032],[-1.21153312  1.24899467 -1.94532769]
218117,3.8295459735988064,0.03594511652977236,5.612508909871421,3.0,,7.0,True,[ 1.28367157 -1.38912585 -1.79850401],[ 1.68238968 -1.86902522  0.69886313],[-1.19498764  1.29703195  1.92400953]
218152,4.701306037286478,0.23750296020477377,4.539191002508749,7.0,,1.0,True,[-1.15540379  1.38717505  1.88491047],[-0.71054302 -0.96912361 -2.31690052],[ 1.33838593 -1.19004993  1.89857953]
218159,3.8074676610229763,5.528087435632691,0.1424449033443329,4.0,0.0,,True,[-1.19677676 -1.32685945 -1.90243775],[1.22251925 1.37159286 1.85372051],[-1.3108086  -1.55416185  1.63660067]
218286,3.816012195340273,0.2542382842055623,5.407749520454165,2.0,,6.0,True,[ 1.22678298  1.35629413 -1.86214117],[1.77278902 1.03267235 1.61335269],[-1.41492626 -1.36324312  1.71803722]
218393,5.71186961435437,2.4351829803082166,1.3309474053374144,2.0,6.0,,True,[ 1.34943897  1.39312024 -1.74651953],[-1.19924912 -1.31885253  1.90644422],[-1.17335175 -1.10206091  2.05446038]
218479,4.696932553651861,3.075389579073938,1.705677867274201,0.0,,7.0,True,[1.2548391  1.32188602 1.86817991],[-0.61915918 -2.5284761   0.1885485 ],[-1.25092805  1.20158543  1.95024908]
218568,3.662640498025572,2.568375471728497,3.2469840302459314,,0.0,6.0,True,[-0.0707436   0.21720341 -2.59998424],[1.43470457 1.30145647 1.74926666],[-1.20086757 -1.38818152  1.85552396]
218579,4.672827875425772,1.558691107547159,3.2464810170270697,1.0,0.0,,True,[ 1.2605797  -1.43873028  1.77569536],[1.3758519  1.30444008 1.79375796],[-2.46568951  0.8222348   0.23749774]
218611,3.806296564254548,0.19818227743716854,5.473521158308284,3.0,,7.0,True,[ 1.20184689 -1.31427636 -1.90796795],[ 1.71530173 -1.26705177  1.50479892],[-1.32862123  1.33708286  1.80529085]
218646,4.621904687247476,0.590408682221926,4.265686630530598,,4.0,7.0,True,[ 1.90905846 -0.82162632  1.57877357],[-1.4689716  -1.23282357 -1.77041478],[-1.44066458  1.31389614  1.73501081]
219004,3.6806083843297577,1.7242097414089994,4.073181874261244,,1.0,7.0,True,[ 0.32278128 -0.63104333 -2.51191094],[ 1.44697286 -1.24218395  1.78195077],[-1.2482635   1.40805411  1.80867959]
219018,3.6813496473019245,3.9531439676269486,1.843506385071127,,6.0,0.0,True,[ 0.54506522  0.47275784 -2.50828705],[-1.4137782  -1.33693777  1.73951965],[1.30003926 1.28969641 1.85975297]
219048,3.803009127650892,3.5912451859575802,2.0837456863915276,4.0,,1.0,True,[-1.27679124 -1.2173934  -1.92350135],[0.35006537 2.29019887 1.20189157],[ 1.26532175 -1.3619388   1.83198896]
219093,3.8073636791977745,0.09346221575338205,5.577174105048844,4.0,,0.0,True,[-1.35626166 -1.16254748 -1.90292871],[-0.7151041  -2.30078747  1.00354528],[1.21316682 1.25838374 1.93824576]
219261,4.717181403171952,3.850267221774609,0.9105513750534397,0.0,,4.0,True,[1.30716773 1.14821094 1.94551385],[-0.79437858 -0.59872387  2.41300485],[-1.34172287 -1.38225424 -1.76103746]
219297,4.681750200845887,0.2334030796720003,4.5628467194821125,6.0,5.0,,True,[-1.33559875 -1.32372174  1.80998252],[-1.43681354  1.22507185 -1.80190616],[1.67785344 1.06378356 1.69271155]
219361,4.676321216658071,3.3351797501457483,1.4664990331961807,1.0,,6.0,True,[ 1.32912636 -1.35814081  1.78912734],[-0.66678176  2.5046178   0.30723244],[-1.36788898 -1.35186733  1.7644927 ]
219613,3.6809092528703506,1.698112268411559,4.098978478718091,,6.0,0.0,True,[-0.3924216  -0.59648679 -2.51043996],[-1.43487037 -1.24702058  1.78834748],[1.29541625 1.36788668 1.80634515]
219678,3.660637168933101,2.9396992533967587,2.8776635776701402,,6.0,0.0,True,[ 0.00589244  0.02904936 -2.60983168],[-1.30885586 -1.35925672  1.80316874],[1.31624267 1.34106594 1.81139377]
219718,4.721091438164032,2.9548426959040084,1.8020658659319606,0.0,,7.0,True,[1.1484833  1.28447645 1.96040974],[-0.38053144 -2.55999952  0.33719176],[-1.37164635  1.19906046  1.86894096]
219736,4.72050567596105,4.606972349462947,0.15052197457600247,6.0,0.0,,True,[-1.28594502 -1.15064355  1.95817896],[1.24006876 1.32456722 1.87612664],[ 2.41746554  0.97380936 -0.14019888]
219896,3.6615561630418885,2.7239218485477985,3.092521988410313,,1.0,7.0,True,[ 0.12825403 -0.08939665 -2.60531364],[ 1.17027396 -1.44353443  1.83269397],[-1.23787459  1.45205201  1.78081764]
219898,3.827479260661312,5.630593565542686,0.019927173796002506,4.0,,7.0,True,[-1.33354766 -1.32820864 -1.80820696],[1.2514019  1.08785419 2.01560575],[-1.265619    1.40438195  1.79944988]
220203,4.688944212212826,0.13565396133768942,4.6534018264494845,7.0,,1.0,True,[-1.3001087   1.32102647  1.83758168],[-0.27678136  0.43455153 -2.55864359],[ 1.35232151 -1.40025642  1.73856507]
220232,3.827338157032818,3.8583283911141177,1.792333451853064,4.0,,1.0,True,[-1.23191702 -1.42213612 -1.80886962],[0.38666743 2.32542573 1.12026045],[ 1.23287921 -1.33370574  1.87438999]
220332,4.695006944699038,0.1660094252981506,4.616983630002811,7.0,,1.0,True,[-1.26657309  1.32109171  1.86080878],[-0.94036922 -0.52890038 -2.37656688],[ 1.45554436 -1.23191684  1.7820975 ]
220339,3.835395424885097,0.10365315740171992,5.538951417713184,3.0,,7.0,True,[ 1.36138566 -1.34982883 -1.77107064],[ 0.53324186 -2.28672809  1.13957349],[-1.20579619  1.43605157  1.81546452]
220340,4.6585395611973155,3.7650675896484502,1.054392849154234,7.0,,3.0,True,[-1.39843087  1.37689508  1.72065425],[ 0.88255807 -0.84900916  2.30485893],[ 1.27170005 -1.28982902 -1.87915409]
220415,3.8446363937493393,3.4588142382676694,2.174549367982992,3.0,,0.0,True,[ 1.38795204 -1.37852529 -1.72781861],[-2.40697107  0.47924896  0.88820645],[1.19012261 1.22855819 1.97138351]
220500,3.803509271522258,3.545539694246746,2.1289510342309965,2.0,,7.0,True,[ 1.20865283  1.28860003 -1.92113724],[-0.31621646 -2.33454696  1.12338668],[-1.20743728  1.29036084  1.92071969]
220507,3.812263205026479,3.295535469328317,2.3702013256452035,2.0,,1.0,True,[ 1.14450235  1.40304235 -1.87981024],[-2.3361352  -0.4298394   1.08157774],[ 1.30316733 -1.272537    1.86935938]
220522,4.654399184727008,0.4213212168784518,4.402279598394541,6.0,,0.0,True,[-1.41727318 -1.37750618  1.70467401],[ 0.51688172  0.82313366 -2.42226841],[1.29738808 1.1617553  1.94401873]
220559,3.8186578315656385,3.963181535847829,1.6961606325865333,5.0,,6.0,True,[-1.37205613  1.22810219 -1.84968295],[ 2.260868   -0.32262658  1.26352206],[-1.39721685 -1.34954653  1.7431607 ]
220675,3.8273010311750277,5.525062234213799,0.12563673461117375,3.0,7.0,,True,[ 1.43572119 -1.2157979  -1.80904398],[-1.29369113  1.34723212  1.82302739],[ 0.42224699 -2.02676425  1.58935023]
220681,4.718888448449153,1.808813422049049,2.950298129501798,7.0,0.0,,True,[-1.30597859  1.13848293  1.95201859],[1.19033458 1.34188592 1.89592873],[ 0.71963214 -2.49053924  0.30239684]
220767,4.667488107681471,1.3019495252195474,3.508562367098981,7.0,6.0,,True,[-1.44720671  1.27951523  1.75514487],[-1.37444416 -1.3578261   1.75479672],[ 2.50645544 -0.64864746  0.33020844]
220784,4.709428185880458,0.266165087167092,4.502406726952451,7.0,2.0,,True,[-1.34134313  1.15847657  1.91594119],[ 1.29858761  1.22248949 -1.90559431],[ 1.05609793 -1.48204462  1.87090911]
220812,3.7941869603824077,3.7000270271737152,1.9837860124438773,4.0,,7.0,True,[-1.16085815 -1.26581236 -1.96525505],[2.22725438 0.3262531  1.32098329],[-1.43633038  1.30501369  1.74527772]
221293,3.7492148973438133,5.07531231861245,0.6534727840437373,,6.0,0.0,True,[ 0.96678793  1.06136287 -2.17966281],[-1.32137569 -1.40036441  1.76211402],[1.36678163 1.36037987 1.75879919]
221303,3.6925728355473617,4.1533458335805955,1.632081330872043,,6.0,0.0,True,[ 0.62956603  0.62930871 -2.45351119],[-1.37558058 -1.41446595  1.70855616],[1.24742469 1.30984353 1.88157954]
221384,4.665837288305439,1.3839786078227332,3.4281841038718284,7.0,0.0,,True,[-1.41299934  1.3256233   1.74878693],[1.33305917 1.44353418 1.71792384],[ 0.80144851 -2.46370124  0.31615898]
221550,3.8009283011982324,2.206165848534772,3.470905850266996,5.0,6.0,,True,[-1.21378681  1.26531257 -1.93334055],[-1.32494172 -1.14749159  1.93388017],[ 2.32649906 -0.40925713  1.10995978]
221722,3.828335359792333,2.0686792470810116,3.580985393126656,4.0,1.0,,True,[-1.2765785  -1.38829264 -1.80418704],[ 1.45320526 -1.20394261  1.80300212],[0.21541439 2.35050218 1.11392825]
221772,4.664807921450092,4.538439995876863,0.27475208267304563,6.0,,1.0,True,[-1.36311709 -1.3818865   1.74482133],[1.33985414 2.00358383 1.00127056],[ 1.26171839 -1.34350451  1.84801579]
221792,3.6674843129736567,2.3499224745889404,3.4605932124374035,,7.0,1.0,True,[-0.37806888  0.17992052 -2.5761973 ],[-1.20036103  1.40527053  1.8429455 ],[ 1.37835902 -1.34322837  1.76294184]
221839,4.682320180407929,0.3310021836818218,4.464677635910249,1.0,,7.0,True,[ 1.37342056 -1.28134823  1.81217071],[-0.96837409  0.08713792 -2.42213926],[-1.14282605  1.28848181  1.96108726]
221935,5.694792985401398,1.405295176391216,2.3779118382073867,4.0,,0.0,True,[-1.39380182 -1.26000586 -1.81157437],[1.04547832 0.99475245 2.17475117],[1.35324727 1.18518863 1.89107106]
221980,3.675175004055376,2.0025296713624825,3.8002953245821414,,6.0,0.0,True,[-0.54699704 -0.26254255 -2.53849673],[-1.20767475 -1.42340249  1.82415653],[1.41457625 1.29144183 1.7729219 ]
222185,4.6869257477448985,0.28848449552901817,4.502589756726084,7.0,,1.0,True,[-1.34234825  1.28913874  1.8298422 ],[ 0.51334997 -0.425356   -2.52341913],[ 1.23961028 -1.20759571  1.95376021]
222297,4.66557680653612,3.552977012489324,1.2594461809745563,1.0,,6.0,True,[ 1.33789534 -1.40263639  1.74778352],[-0.80077607  2.46443864  0.31208954],[-1.23006098 -1.43962302  1.79625598]
222372,4.664349698483543,3.470574956333443,1.343075345183014,0.0,,1.0,True,[1.36979285 1.37750649 1.74305577],[-2.44445372 -0.89099659  0.20705328],[ 1.37675242 -1.1348022   1.90496109]
222505,3.8175617284199603,0.3882748010721338,5.2721634705079055,4.0,6.0,,True,[-1.28747327 -1.30922442 -1.85484339],[-1.41233578 -1.21871499  1.82541541],[1.47883898 1.4448034  1.59300923]
222587,3.724085034860593,4.8437705757765395,0.9101443893628671,,0.0,6.0,True,[-0.88719419 -0.85562709 -2.30062791],[1.37735871 1.32258993 1.77925234],[-1.38286292 -1.3203687   1.7766307 ]
222655,4.711722666480485,0.19196069186199144,4.574316641657523,1.0,,7.0,True,[ 1.32255043 -1.16554649  1.92469783],[-0.77249305 -0.89379479 -2.32733439],[-1.18401945  1.3660195   1.88260157]
222658,3.8224666763949395,3.8928628140605794,1.7626705095444817,2.0,,1.0,True,[ 1.33083569  1.29831491 -1.83176274],[-2.27144565 -0.41873315  1.21544115],[ 1.41580738 -1.2896244   1.77326207]
222700,4.701727188570347,1.030136173354324,3.746136638075329,6.0,2.0,,True,[-1.17773987 -1.36604108  1.88652076],[ 1.36409887  1.40723535 -1.72366556],[0.60410815 0.79244285 2.41229925]
222767,3.8412502874343026,4.019106614115186,1.617643098450511,4.0,,1.0,True,[-1.33820588 -1.40747043 -1.74365479],[0.4829366  2.2804407  1.17407941],[ 1.30091289 -1.42565713  1.75705076]
222787,4.689564594950549,1.3632323175300523,3.4252030875193995,6.0,7.0,,True,[-1.34035565 -1.27675162  1.83995979],[-1.42857194  1.14827683  1.85815568],[2.46959769 0.76951091 0.34790833]
222818,4.678211078674171,1.6047610669094379,3.1950278544163915,0.0,7.0,,True,[1.24163398 1.42948544 1.79638983],[-1.31676562  1.14764216  1.93936736],[-0.56923319 -2.54309011  0.14410506]
222950,6.716317919613247,1.4448928430893144,1.3167892372974397,6.0,0.0,,True,[-1.36351864 -1.34753566  1.77117604],[1.31686038 1.30563874 1.83665082],[1.69998825 1.67564657 1.05562708]
222974,4.68667688705995,2.93454635231721,1.8567767606228402,7.0,,6.0,True,[-1.17114806  1.44764698  1.82888776],[ 2.47262279 -0.82923402  0.10299256],[-1.24783404 -1.25745372  1.91672125]
223122,4.678713626884209,1.6638425386310505,3.1354438344847404,6.0,7.0,,True,[-1.26590195 -1.40557296  1.79832058],[-1.30731522  1.36983802  1.79626577],[2.49870012 0.71911317 0.22687873]
223277,4.708590551826245,1.4834700831118772,3.2859393650618784,1.0,0.0,,True,[ 1.34739747 -1.15673363  1.91274341],[1.36057463 1.4364918  1.7021833 ],[-2.52709535  0.41948892  0.49991815]
223401,3.8094448571510613,0.09372857712262796,5.574826565726311,4.0,,0.0,True,[-1.26592905 -1.27502055 -1.89310492],[-1.87464058 -1.36794149  1.19438637],[1.28953849 1.23135309 1.90603254]
223407,4.711741023563477,2.8179456291466267,1.9483133472898966,1.0,,6.0,True,[ 1.33699202 -1.14883461  1.92476787],[-0.71218878  2.50535405  0.16759534],[-1.22266138 -1.22648276  1.95267489]
223499,3.7579289855484523,5.146478799765269,0.5735922146862791,,6.0,0.0,True,[ 1.05445113  1.06281058 -2.13791171],[-1.38525933 -1.33902268  1.76073134],[1.45041626 1.29052257 1.74440367]
223573,4.655860096989275,1.3268268371203789,3.495313065890347,7.0,0.0,,True,[-1.34618271  1.44038801  1.71031414],[1.42365892 1.36521448 1.70923512],[ 0.67653543 -2.50353698  0.29445271]
223603,4.673472547831561,1.3835749142862808,3.420952537882159,7.0,6.0,,True,[-1.44622454  1.24845052  1.77817487],[-1.2892235  -1.23240306  1.90556697],[ 2.51026189 -0.67545407  0.23333886]
223735,3.7038601498985115,4.432611928484535,1.3415279216169536,,0.0,6.0,True,[-0.70044925 -0.75379668 -2.39859572],[1.41944569 1.33931647 1.73306241],[-1.41630369 -1.18200792  1.84635889]
223946,4.721952768322236,0.18714816444420013,4.568899067233564,7.0,,1.0,True,[-1.25141853  1.1789721   1.9636895 ],[ 0.37157178  0.12040251 -2.580608  ],[ 1.19700446 -1.22292479  1.97071948]
223947,4.6607105614106406,3.5401838783762916,1.2771055602130676,0.0,,1.0,True,[1.43594892 1.32688097 1.72902793],[-2.47305492 -0.7982341   0.24273784],[ 1.37433355 -1.20579075  1.8626261 ]
223953,4.700186054466703,4.539856509417975,0.23795743611532316,7.0,1.0,,True,[-1.2511425   1.30766309  1.88062747],[ 1.28925649 -1.1759523   1.94088998],[ 1.20381474 -2.00749343 -1.15451297]
223973,5.70019633973385,2.384026269050452,1.393777391215699,5.0,,1.0,True,[-1.42049858  1.25964923 -1.79096834],[ 1.27870013 -0.93239047  2.07549367],[ 1.20034026 -1.32797467  1.89941215]
224139,4.661443267859197,0.2761997321252931,4.5403570000155105,6.0,,0.0,True,[-1.38717404 -1.37423898  1.73185317],[-0.17902562  0.81931616 -2.47159278],[1.44970473 1.19036553 1.81479643]
224293,3.8101968484573807,2.4273661629987844,3.240436988543835,2.0,7.0,,True,[ 1.34182252  1.2004949  -1.88955665],[-1.37835069  1.21608716  1.85293858],[-0.26205421 -2.35428443  1.09579761]
